StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8_Id,Q8_Name,Q8_Size,Q8_Type,Q18,Q1,Q2,Q13,Q17,Random ID,id,group
2023-05-03 08:55:54,2023-05-03 09:48:38,IP Address,83.87.30.202,100,3164,True,2023-05-03 09:48:40,R_PLCUgwdHVe7JCbT,,,,,51.8431,4.9782,anonymous,EN,F_26bXk0KC1OvDAbZ,signature.png,12231,image/png,Yes,Male,19,Touchpad,,17713,15450,A
2023-05-03 09:08:37,2023-05-03 09:49:08,IP Address,62.194.158.186,100,2431,True,2023-05-03 09:49:10,R_1Ejs3AxIvyuOQ62,,,,,51.5679,5.462,anonymous,EN,F_2QRR5oN5mO0YLdz,signature.png,8729,image/png,Yes,Male,19,Computer Mouse,,47620,15470,B
2023-05-03 09:34:56,2023-05-03 09:49:41,IP Address,86.86.38.181,100,884,True,2023-05-03 09:49:42,R_OiDeLsCQSEcikPD,,,,,51.5522,5.0974,anonymous,EN,F_VI7X2MbYqOzW67n,signature.png,6383,image/png,Yes,Female,20,Touchpad,"my touchpad was not working ideally, it was too slow
",35878,15622,B
2023-05-03 09:16:19,2023-05-03 09:50:10,IP Address,143.176.132.165,100,2030,True,2023-05-03 09:50:11,R_24iShU6wFYWN8au,,,,,51.5704,5.0387,anonymous,EN,F_daOuUSjsJYlK1EJ,signature.png,10558,image/png,Yes,Female,20,Touchpad,,74281,15431,A
2023-05-03 09:19:08,2023-05-03 09:54:13,IP Address,85.145.235.229,100,2104,True,2023-05-03 09:54:14,R_3MKllbIeBO5GIcr,,,,,51.4783,5.4965,anonymous,EN,F_3nfrDYXF4QnLM4b,signature.png,12476,image/png,Yes,Female,23,Computer Mouse,I don't think so but my mouse was very shaky,26191,15774,A
2023-05-03 09:22:08,2023-05-03 10:00:51,IP Address,89.220.185.17,100,2323,True,2023-05-03 10:00:52,R_yTOrjHcS2vo07lL,,,,,51.5719,5.1003,anonymous,EN,F_1K2WcuI0W8moKu2,signature.png,10206,image/png,Yes,Female,29,Computer Mouse,Sometimes I didn't have any space left while going to the right so i had to fix the placement of the mouse on the mousepad.,61528,15815,B
2023-05-03 09:35:12,2023-05-03 10:11:58,IP Address,82.168.133.37,100,2206,True,2023-05-03 10:12:00,R_1EalcwlJM4RLVV8,,,,,51.8943,4.5082,anonymous,EN,F_31uX3jLad1YA9vs,signature.png,18566,image/png,Yes,Male,23,Computer Mouse,"I got an error in the end, but i could skip it.",49612,15566,A
2023-05-03 09:54:19,2023-05-03 10:30:31,IP Address,80.56.7.226,100,2172,True,2023-05-03 10:30:32,R_25Ttl3NLdnNrcLG,,,,,51.9179,4.4901,anonymous,EN,F_W2kVJmqJsoiLWPn,signature.png,9508,image/png,Yes,Male,21,Touchpad,"I ran out of trackpad space often, other than that nothing.",75795,15556,B
2023-05-03 10:41:45,2023-05-03 11:14:16,IP Address,84.241.197.244,100,1950,True,2023-05-03 11:14:17,R_2YeOzXwD72H2Ohk,,,,,51.8895,4.4681,anonymous,EN,F_1kNs4nKLcRHHvJ0,signature.png,7612,image/png,Yes,Female,19,Computer Mouse,,27777,15442,A
2023-05-03 10:45:30,2023-05-03 11:19:36,IP Address,2.7.10.216,100,2045,True,2023-05-03 11:19:37,R_2P6DGX3Te7B91EO,,,,,45.6162,6.7779,anonymous,EN,F_2wcLKWuGqYDV3L8,signature.png,13318,image/png,Yes,Male,18,Touchpad,,22173,15403,B
2023-05-03 11:59:12,2023-05-03 12:37:51,IP Address,83.82.169.155,100,2319,True,2023-05-03 12:37:53,R_2VIW0Xl8nLLpgJG,,,,,51.7436,5.4769,anonymous,EN,F_29aL5SwgvpGN387,signature.png,6016,image/png,Yes,Male,19,Touchpad,-,77777,15469,A
2023-05-03 12:13:38,2023-05-03 12:47:31,IP Address,87.209.168.240,100,2032,True,2023-05-03 12:47:32,R_1N8M2IywQzUNWuF,,,,,51.5653,5.0543,anonymous,EN,F_2dRzIWYzJInCMmM,signature.png,16354,image/png,Yes,Female,24,Computer Mouse,,33611,15297,B
2023-05-03 13:51:41,2023-05-03 14:08:18,IP Address,85.144.29.22,100,997,True,2023-05-03 14:08:20,R_3wQMaV8iA50lH8J,,,,,51.4361,5.4958,anonymous,EN,F_2q3iKclpMjpqeDp,signature.png,5372,image/png,Yes,Female,22,Touchpad,The fullscreen was exited and the circle didn't appear anymore.,36659,15775,A
2023-05-03 13:39:56,2023-05-03 14:18:56,IP Address,217.76.16.132,100,2340,True,2023-05-03 14:18:58,R_2wday7tkApCoOK5,,,,,51.5567,5.0789,anonymous,EN,F_2ElUW7UHAXMAuIE,signature.png,11261,image/png,Yes,Female,20,Computer Mouse,"At first, my mouse didn't slide smoothly on the table.",29899,15484,A
2023-05-03 14:06:57,2023-05-03 14:43:49,IP Address,82.217.91.93,100,2211,True,2023-05-03 14:43:50,R_2ahunMuuyHtbrey,,,,,52.0589,4.291,anonymous,EN,F_1lA9swwN0s4LuUc,signature.png,10691,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Female,45,Computer Mouse,the computer mouse movement was not as fluent as desired,50261,,B
2023-05-03 14:28:31,2023-05-03 15:02:51,IP Address,217.121.123.76,100,2060,True,2023-05-03 15:02:52,R_11iNNnnX7ymVfhk,,,,,51.5719,5.1003,anonymous,EN,F_3lS86YIiM0sY9OM,signature.png,8571,image/png,Yes,Female,27,Touchpad,"The black circle disappeared once, during the experiment at the start of a round. I pressed the space and then R and it popped back up ",28591,15779,A
2023-05-03 16:37:28,2023-05-03 17:09:07,IP Address,94.210.146.138,100,1899,True,2023-05-03 17:09:09,R_Do4abO3quuo5WqR,,,,,51.5542,5.0661,anonymous,EN,F_3rMb2UxDBltc9kv,signature.png,5274,image/png,Yes,Female,19,Touchpad,"it is harder to follow the target with my laptop's touchpad because it is too small ",78652,15583,A
2023-05-04 03:56:23,2023-05-04 04:50:26,IP Address,137.56.47.198,100,3242,True,2023-05-04 04:50:28,R_2asQpLfqxJetqKQ,,,,,51.3691,5.2207,anonymous,EN,F_2pLv3JqEWaWdqgJ,signature.png,8520,image/png,Yes,Male,21,Touchpad,,73076,15443,A
2023-05-04 05:51:08,2023-05-04 06:26:17,IP Address,212.178.76.122,100,2109,True,2023-05-04 06:26:19,R_Uyj8N4LSVULwb4J,,,,,51.5962,4.7671,anonymous,EN,F_1n3gB739CraTqsA,signature.png,16070,image/png,Yes,Male,20,Computer Mouse,"Because of the wrist rest I had below the mouse, sometimes I could not easily move the mouse.",55139,15382,B
2023-05-04 06:12:30,2023-05-04 06:44:15,IP Address,137.56.34.183,100,1904,True,2023-05-04 06:44:16,R_2zw2wpX6zMZXDuI,,,,,51.8743,4.8211,anonymous,EN,F_3HHVhQ4eURP1TkJ,signature.png,6559,image/png,Yes,Male,18,Touchpad,,67083,15587,A
2023-05-04 06:42:53,2023-05-04 07:16:49,IP Address,80.115.134.179,100,2036,True,2023-05-04 07:16:51,R_Wd6sfITG8xgwSjL,,,,,52.0766,4.2633,anonymous,EN,F_33rl2zHkf4VnLv2,signature.png,9845,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Female,50,Computer Mouse,First I was not sure whether or not I should follow with the cursor / with the red dot in the middle of the circle / just near the circle. That had me distracted.,33349,,A
2023-05-04 08:02:58,2023-05-04 08:35:28,IP Address,77.169.12.61,100,1949,True,2023-05-04 08:35:30,R_2CvMJarM0YWZB5B,,,,,51.4605,5.4945,anonymous,EN,F_1QtOW254tqpzKPN,signature.png,5036,image/png,Yes,Female,21,Touchpad,,93892,15267,B
2023-05-04 08:03:19,2023-05-04 08:39:49,IP Address,137.56.4.99,100,2189,True,2023-05-04 08:39:50,R_wRWfpwQ1g4S5tZf,,,,,51.5653,5.0543,anonymous,EN,F_2EutXnWzaHCaCxH,signature.png,9835,image/png,Yes,Male,23,Touchpad,,78992,15541,B
2023-05-04 08:31:12,2023-05-04 09:26:08,IP Address,185.70.237.250,100,3296,True,2023-05-04 09:26:10,R_2SuUTp2dPfAnazx,,,,,51.9009,4.4945,anonymous,EN,F_3fy5im0x1PmBheV,signature.png,9789,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Female,21,Computer Mouse,"I couldn't see the very first circle so I was waiting for it to appear, but after a minute or so I pressed SPACE and R, which fixed it. Also, my compute mouse does not move very smoothly so I sometimes had some trouble keeping up with the pace of the circle and staying inside of it.  ",61156,,A
2023-05-04 09:30:27,2023-05-04 10:09:40,IP Address,212.127.152.200,100,2353,True,2023-05-04 10:09:42,R_1dvtvM5fst7fUjD,,,,,51.5523,5.0965,anonymous,EN,F_2E4eoIf4iixjgLM,signature.png,14070,image/png,Yes,Male,20,Touchpad,It was just a little bit hard to follow the circle with the touchpad of the laptop but nothing else.,95112,15653,A
2023-05-04 09:10:05,2023-05-04 10:15:52,IP Address,86.85.166.7,100,3947,True,2023-05-04 10:15:54,R_2aPFawxiWxcbpvC,,,,,51.5522,5.0974,anonymous,EN,F_3njiqYjudbLRPXi,signature.png,5559,image/png,Yes,Male,19,Computer Mouse,My mouse was acting really weird and not working for a long time so I followed the dot with my finger for most part of the experiment,44055,15483,B
2023-05-04 09:55:44,2023-05-04 10:36:26,IP Address,82.168.25.3,100,2442,True,2023-05-04 10:36:28,R_12D61mVoJFH4T0e,,,,,51.2598,5.7258,anonymous,EN,F_Tc0EfXwpQdGY2MV,signature.png,11276,image/png,Yes,Male,19,Computer Mouse,"during both conditions the circle dissapeared for a longer than usual moment. This perhaps influenced my awareness for those two instances ",18730,15328,A
2023-05-04 10:19:45,2023-05-04 10:53:51,IP Address,83.83.213.199,100,2046,True,2023-05-04 10:53:52,R_3OjholjlLdECJ5I,,,,,52.0729,4.2713,anonymous,EN,F_2wKLiaSXXjj74n8,signature.png,5681,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Male,53,Computer Mouse,,51784,,B
2023-05-04 02:48:09,2023-05-04 13:19:57,IP Address,144.178.213.74,100,37907,True,2023-05-04 13:19:59,R_1NhrbSH0d6x9twe,,,,,51.5652,5.0552,anonymous,EN,F_1LTYPOtGSgZiyyT,signature.png,7894,image/png,Yes,Female,26,Computer Mouse,,11003,15814,B
2023-05-04 12:48:39,2023-05-04 13:20:21,IP Address,83.80.188.124,100,1901,True,2023-05-04 13:20:22,R_3dLLHycf4gshWR3,,,,,51.5567,5.0789,anonymous,EN,F_1Lb8QNf99aISq6m,signature.png,19297,image/png,Yes,Male,24,Touchpad,,62336,15766,A
2023-05-05 01:29:33,2023-05-05 01:30:52,IP Address,84.26.55.63,100,79,True,2023-05-05 01:30:54,R_3lJRS6OWeJP2sDb,,,,,51.5469,5.034,anonymous,EN,F_278L1zTmzqitP7q,signature.png,9789,image/png,Yes,Male,20,Touchpad,,63384,14916,B
2023-05-03 08:44:07,2023-05-05 02:42:20,IP Address,84.85.50.238,100,151092,True,2023-05-05 02:42:22,R_rjOS8B21ga5POrT,,,,,52.4091,4.8896,anonymous,EN,F_1Nsl8oWSocfyuYh,signature.png,7251,image/png,Yes,Female,20,Touchpad,,39345,15373,B
2023-05-03 14:55:30,2023-05-05 04:28:03,IP Address,89.181.114.231,100,135152,True,2023-05-05 04:28:05,R_3ek8qwTx1PAWUBu,,,,,38.7057,-9.1359,anonymous,EN,F_3e1SznqRffcNYyN,signature.png,14186,image/png,Yes,Female,21,Touchpad,,13604,15243,B
2023-05-04 05:40:23,2023-05-05 04:28:24,IP Address,89.98.232.118,100,82080,True,2023-05-05 04:28:26,R_2PgRUIgS4VTI91f,,,,,51.8943,4.5082,anonymous,EN,F_OCjU4cNVjXZ0zy9,signature.png,2471,image/png,Yes,Female,29,Touchpad,,62013,15749,B
2023-05-05 06:13:33,2023-05-05 06:53:45,IP Address,77.160.136.118,100,2412,True,2023-05-05 06:53:47,R_3im99XiCNpjuuIH,,,,,51.805,4.665,anonymous,EN,F_Oa08jJAtDpRhr8Z,signature.png,11941,image/png,Yes,Male,20,Touchpad,,64922,15268,A
2023-05-05 07:21:32,2023-05-05 07:24:47,IP Address,84.106.52.142,100,195,True,2023-05-05 07:24:49,R_qWvVkeAsSQ46LId,,,,,52.0636,4.2727,anonymous,EN,F_25TIHdj8ZLrbyZ8,signature.png,9396,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Male,62,Computer Mouse,,69223,,A
2023-05-05 06:42:54,2023-05-05 10:36:10,IP Address,84.25.141.145,100,13996,True,2023-05-05 10:36:12,R_sLphwladFVE4ntv,,,,,51.6427,4.5961,anonymous,EN,F_3JEjiCHpA9Z9IoO,signature.png,12996,image/png,Yes,Female,18,Touchpad,,70417,15522,A
2023-05-06 07:19:14,2023-05-06 07:21:48,IP Address,62.163.177.253,100,154,True,2023-05-06 07:21:49,R_3PKKxtemmWlHlu4,,,,,51.4621,5.6294,anonymous,EN,F_2tfbPfOSmyxEl0d,signature.png,11561,image/png,Yes,Male,19,Touchpad,"I accidentally clicked next the forward arrow button, now I can't go back and do the experiment",62704,15503,A
2023-05-06 08:36:26,2023-05-06 08:37:48,IP Address,82.170.213.18,100,82,True,2023-05-06 08:37:49,R_3Q2XcGSlpoDjAm5,,,,,51.698,5.2603,anonymous,EN,F_d4QdpPn1TEc3tlf,signature.png,20011,image/png,Yes,Female,21,Touchpad,,77034,15557,B
2023-05-07 04:19:01,2023-05-07 04:53:04,IP Address,86.88.210.253,100,2042,True,2023-05-07 04:53:05,R_BXLmthOP7tfR2r7,,,,,51.4821,4.308,anonymous,EN,F_1dH84ORzYh8mcNP,signature.png,7471,image/png,Yes,Female,18,Touchpad,,67212,15445,A
2023-05-07 04:52:06,2023-05-07 05:25:52,IP Address,89.220.151.128,100,2026,True,2023-05-07 05:25:54,R_1r0597tpMRhZmXG,,,,,51.7967,5.0173,anonymous,EN,F_3jVyufMvSlXBqZ8,signature.png,9102,image/png,Yes,Female,18,Touchpad,,39536,15432,B
2023-05-07 07:22:45,2023-05-07 07:55:32,IP Address,149.143.117.31,100,1966,True,2023-05-07 07:55:34,R_2tzKjrBp2ZmWJlP,,,,,52.2155,5.462,anonymous,EN,F_1odLpPNz9oHWji0,signature.png,10105,image/png,Yes,Female,23,Touchpad,,36745,15804,B
2023-05-07 07:52:17,2023-05-07 08:40:35,IP Address,77.161.192.40,100,2897,True,2023-05-07 08:40:36,R_21tBPtIfcOY7NWj,,,,,52.0581,4.3074,anonymous,EN,F_1DoEKo8V97tbv68,signature.png,13906,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Female,54,Computer Mouse,I used the touchpad for the first experiment and the computer mouse for the second. Maybe I shouldn't have done that.,10739,,B
2023-05-04 10:27:54,2023-05-07 12:50:07,IP Address,84.26.146.250,100,267733,True,2023-05-07 12:50:08,R_1CyzEk0toOmdexb,,,,,51.5145,4.4331,anonymous,EN,F_1oC6gHaLTc0oX80,signature.png,8460,image/png,Yes,Female,18,Touchpad,"I have experimented a lot but did not get time to stop at a point. Therefore, I had to stop at a point I had felt it was appropriate.",94085,15444,A
2023-05-08 05:28:45,2023-05-08 06:02:55,IP Address,145.53.73.248,100,2049,True,2023-05-08 06:02:56,R_33C50ZGQ6xGWqE8,,,,,51.4509,5.4758,anonymous,EN,F_1cZgOtGFnMchP7o,signature.png,8674,image/png,Yes,Male,19,Computer Mouse,I got one push up notification that i closed,26810,15415,A
2023-05-08 09:03:04,2023-05-08 09:37:25,IP Address,217.166.244.188,100,2060,True,2023-05-08 09:37:26,R_xgSdwB4dHgBgvwR,,,,,51.7582,5.7332,anonymous,EN,F_3O6PDH0U5qmdXAU,signature.png,13165,image/png,Yes,Female,20,Computer Mouse,,91119,15651,A
2023-05-08 14:34:14,2023-05-08 15:07:05,IP Address,82.168.172.9,100,1971,True,2023-05-08 15:07:07,R_3pa4zB9UPFueSpw,,,,,51.5469,5.034,anonymous,EN,F_W0xvgdgbMcQrHLb,signature.png,12509,image/png,Yes,Female,20,Computer Mouse,,34002,15372,B
2023-05-09 07:54:02,2023-05-09 08:27:14,IP Address,81.204.72.232,100,1992,True,2023-05-09 08:27:16,R_2WP73UX6rns34di,,,,,51.5887,4.9922,anonymous,EN,F_5gUjmxbIg24Xcpr,signature.png,8243,image/png,Yes,Male,20,Computer Mouse,"After the first pop-up question about being focused, aware and mind wandering or mind wandering the black circle dissapeared for 1 cycle",24670,15589,A
2023-05-09 10:18:01,2023-05-09 10:53:29,IP Address,84.83.150.210,100,2127,True,2023-05-09 10:53:31,R_29js2oUQK2UC9ua,,,,,51.5653,5.0543,anonymous,EN,F_1nTSXM0aTtY080H,signature.png,10222,image/png,Yes,Female,24,Touchpad,,97077,15838,B
2023-05-09 10:19:53,2023-05-09 11:11:48,IP Address,94.213.101.50,100,3114,True,2023-05-09 11:11:49,R_12FPmLcWrK3KEmR,,,,,51.5086,4.2969,anonymous,EN,F_21ss7rlp4N97BPh,signature.png,15425,image/png,Yes,Male,20,Computer Mouse,"The first time I did the experiment, I got an error message so I had to start over again... And a couple times after restarting (after mind wandering) the circle didn't show up until I pressed space and R again.",28942,15531,A
2023-05-09 11:02:22,2023-05-09 11:35:33,IP Address,83.82.22.100,100,1990,True,2023-05-09 11:35:34,R_4Nmu3pcC0jNGMdX,,,,,53.2157,6.5765,anonymous,EN,F_1pEfpqX8U39UuGM,signature.png,7255,image/png,Yes,Male,22,Computer Mouse,,59109,15634,B
2023-05-09 11:16:01,2023-05-09 11:50:53,IP Address,137.56.6.59,100,2091,True,2023-05-09 11:50:54,R_pRgoe13xttUs6vD,,,,,51.5567,5.0789,anonymous,EN,F_SPFKmxHIBb90O9r,signature.png,12935,image/png,Yes,Male,20,Computer Mouse,-,86901,15567,B
2023-05-09 11:55:48,2023-05-09 12:36:04,IP Address,82.75.116.121,100,2416,True,2023-05-09 12:36:05,R_3CORt60MxC6Qj6a,,,,,51.5542,5.0661,anonymous,EN,F_1dFCZUNYB8T4G7M,signature.png,7378,image/png,Yes,Female,21,Touchpad,,51772,15644,A
2023-05-09 13:16:01,2023-05-09 13:54:35,IP Address,82.75.249.144,100,2313,True,2023-05-09 13:54:37,R_WioD5XfGNkiOiJ3,,,,,51.5653,5.0543,anonymous,EN,F_33kFE82FGaB0vAV,signature.png,8543,image/png,Yes,Male,19,Touchpad,The circle disappeared in the second part of the experiment for a moment.,17431,15591,A
2023-05-10 05:06:31,2023-05-10 05:44:55,IP Address,137.56.44.208,100,2303,True,2023-05-10 05:44:56,R_22XfKS6GbPIgDwL,,,,,51.5719,5.1003,anonymous,EN,F_1lt4IWVCz8GrEyG,signature.png,7944,image/png,Yes,Male,19,Computer Mouse,,78621,15655,B
2023-05-10 06:45:51,2023-05-10 07:18:59,IP Address,84.82.78.188,100,1988,True,2023-05-10 07:19:01,R_11dvOuGtnfSm8Op,,,,,51.5522,5.0974,anonymous,EN,F_3pb4pq96R0pOis4,signature.png,7271,image/png,Yes,Male,19,Computer Mouse,,53452,15270,B
2023-05-10 07:05:14,2023-05-10 07:21:25,IP Address,137.56.50.236,100,970,True,2023-05-10 07:21:26,R_3MSSEiXT6B0kiv4,,,,,51.5652,5.0552,anonymous,EN,F_r7nw3FX6hqkXA2d,signature.png,7533,image/png,Yes,Male,21,Computer Mouse,,64446,15539,A
2023-05-03 06:44:29,2023-05-03 07:24:36,IP Address,137.56.5.52,57,2406,False,2023-05-10 07:27:38,R_dgodwHZhD0iNaXT,,,,,,,anonymous,EN,F_1ezcy9mIyUYshgD,signature.png,26088,image/png,Yes,Male,23,,,43300,15784,
2023-05-10 08:12:55,2023-05-10 08:14:56,IP Address,77.63.58.164,100,120,True,2023-05-10 08:14:57,R_2Pbs5JIMjScIiU3,,,,,52.3759,4.8975,anonymous,EN,F_2cooI5A54zbH1SU,signature.png,5879,image/png,Yes,Male,20,Touchpad,Ik heb je gebeld ;),10282,,A
2023-05-03 10:35:02,2023-05-03 11:50:13,IP Address,143.178.130.231,55,4510,False,2023-05-10 11:50:19,R_2YzzSwIdGFZ3nRz,,,,,,,anonymous,EN,F_vcYsomAJPooUzsJ,signature.png,9547,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Female,50,,,78375,,B
2023-05-04 11:53:50,2023-05-04 12:39:48,IP Address,144.43.250.43,55,2757,False,2023-05-11 09:06:16,R_BPoz6nA6KIEmZrP,,,,,,,anonymous,EN,F_3FXPnJ6QrzSMG0u,signature.png,12543,image/png,"No, the link for this study was sent to me through WhatsApp/Mail.",Male,54,,,51400,,B
